cik,gvkey,coname,FFI,filing_date,virus_sc_R,virus_sent_wc_R,virus_kw_freq_R,virus_sc,virus_sent_wc,virus_kw_freq
354963,9664,"SHENANDOAH TELECOMMUNICATIONS CO VA","Telecommunications",30apr2020,9.830508,12.49106,.8700835,29,1048,73
835011,14891,"MGP INGREDIENTS INC","Alcoholic Beverages",30apr2020,7.457627,8.96232,.618091,22,754,52
887936,62823,"FTI CONSULTING, INC","Business Services",30apr2020,6.415929,10.81081,.5512595,29,1412,72
1095565,133766,"HEALTHSTREAM INC","Business Services",30apr2020,10.72319,12.00933,.6676319,43,1493,83
1060736,141460,"SEATTLE GENETICS INC WA","Pharmaceutical Products",30apr2020,7.179487,11.66984,.4565732,98,5572,218
1521036,21004,"Lantheus Holdings, Inc","Pharmaceutical Products",30apr2020,13.05263,16.09195,.821018,62,2450,125
1111335,136648,"VISTEON CORP","Automobiles and Trucks",30apr2020,8.222222,8.839822,.4603261,37,1133,59
1493594,187740,"MACOM Technology Solutions Holdings, Inc","Electronic Equipment",30apr2020,5.866667,8.783388,.4186553,22,1049,50
99780,10735,"TRINITY INDUSTRIES INC","Shipbuilding, Railroad Eq",30apr2020,4.456328,5.860716,.3862187,25,956,63
1050377,66586,"PC CONNECTION INC","Retail",30apr2020,13.3829,14.54078,1.078998,36,1132,84
42582,5234,"GOODYEAR TIRE & RUBBER CO OH","Automobiles and Trucks",30apr2020,6.829897,8.874001,.4754701,53,2053,110
1166691,3226,"COMCAST CORP","Telecommunications",30apr2020,9.534369,11.59863,.4246126,43,1557,57
1065088,114524,"EBAY INC","Business Services",30apr2020,3.030303,4.554859,.1673462,33,1497,55
858655,23587,"HAYNES INTERNATIONAL INC","Steel Works Etc",30apr2020,12.39892,12.60935,.8482813,46,1427,96
84839,9225,"ROLLINS INC","Business Services",30apr2020,9.160305,19.76132,.7827538,24,1540,61
1318605,184996,"Tesla, Inc","Automobiles and Trucks",30apr2020,4.061895,4.677712,.2019788,42,1598,69
1219601,3619,"CROWN HOLDINGS INC","Shipping Containers",30apr2020,7.142857,12.25319,.4977601,28,1477,60
96943,10407,"TELEFLEX INC","Medical Equipment",30apr2020,15.58442,20.81177,1.23795,48,2051,122
1406666,183903,"CALIX, INC","Electronic Equipment",30apr2020,7.440812,9.827554,.5040743,66,2593,133
1383650,176914,"Cheniere Energy Partners, L P","Wholesale",30apr2020,6.516854,7.095478,.4623116,29,1059,69
1092699,183974,"SPS COMMERCE INC","Business Services",30apr2020,1.872659,3.028642,.1918597,5,221,14
1320414,174236,"SELECT MEDICAL HOLDINGS CORP","Healthcare",30apr2020,15.19757,18.17668,1.08947,100,3537,212
1177702,150481,"SAIA INC","Transportation",30apr2020,12,16.65426,.9252366,39,1566,87
1002638,61870,"OPEN TEXT CORP","Business Services",30apr2020,3.688524,5.199501,.2158872,45,1999,83
1590955,20116,"Paycom Software, Inc","Business Services",30apr2020,7.865169,9.05829,.4979496,35,1237,68
70866,7648,"NCR CORP","Business Services",01may2020,8.259587,12.98701,.5434282,56,2820,118
917470,29870,"OLYMPIC STEEL INC","Wholesale",01may2020,8.353222,11.13245,.5762305,35,1391,72
1307954,162401,"Huntsman CORP","Chemicals",01may2020,4.612546,6.974414,.3741065,25,1044,56
1611983,21227,"Liberty Broadband Corp","Business Services",01may2020,7.924528,8.566997,.572724,21,718,48
1402829,179132,"Orion Group Holdings Inc","Construction",01may2020,3.148148,5.411298,.3501817,17,819,53
723612,3278,"AVIS BUDGET GROUP, INC","Business Services",01may2020,14.19214,18.48932,.8327192,65,2509,113
47518,5639,"Hill-Rom Holdings, Inc","Consumer Goods",01may2020,10,10.76227,.665159,55,1618,100
1699039,31845,"Ranger Energy Services, Inc","Petroleum and Natural Gas",01may2020,8.267716,10.63926,.6379688,42,1651,99
102752,11065,"VSE CORP","Business Services",01may2020,9.765625,11.79266,.7487401,50,1638,104
98362,10581,"TIMKEN CO","Machinery",01may2020,8.466819,10.39798,.530093,37,1275,65
216228,5860,"ITT Inc","Machinery",01may2020,10.0365,11.39349,.7723282,55,1726,117
1001250,61567,"ESTEE LAUDER COMPANIES INC","Consumer Goods",01may2020,9.986505,12.13594,.5343144,74,2771,122
1333835,29375,"Casa Systems Inc","Computers",01may2020,5.123675,6.547925,.257387,29,1272,50
1538217,15543,"SRAX, Inc","Business Services",01may2020,3.460838,4.221208,.3842921,19,703,64
1572910,17933,"PHILLIPS 66 PARTNERS LP","Transportation",01may2020,3.370786,4.654471,.2947154,12,458,29
896622,28176,"APTARGROUP INC","Rubber and Plastic Products",01may2020,7.757167,10.36683,.5582137,46,1560,84
1584754,21042,"Akoustis Technologies, Inc","Electronic Equipment",01may2020,7.225433,10.01701,.4441504,25,1060,47
1126975,142230,"Magellan Midstream Partners, L P","Transportation",01may2020,2.955665,3.054972,.192577,12,349,22
1524741,181989,"U S SILICA HOLDINGS, INC","Nonmetallic Mining",01may2020,4.461538,7.17181,.3296763,29,1327,61
833444,6268,"Johnson Controls International plc","Machinery",01may2020,10.18868,11.72865,.6538619,81,2870,160
106535,11456,"WEYERHAEUSER CO","Construction Materials",01may2020,9.49367,12.63896,.8458192,30,1046,70
9326,1979,"BALCHEM CORP","Pharmaceutical Products",01may2020,6.493506,7.098221,.4967153,30,886,62
21076,3121,"CLOROX CO DE","Consumer Goods",01may2020,13.46154,18.52154,.9795918,49,2042,108
1378992,180483,"BERRY GLOBAL GROUP, INC","Rubber and Plastic Products",01may2020,4.983389,5.523524,.3805351,15,479,33
1597313,23106,"ViewRay, Inc","Medical Equipment",01may2020,4.08998,4.32239,.2340147,20,628,34
1091667,126136,"CHARTER COMMUNICATIONS, INC MO","Telecommunications",01may2020,4.489796,5.260714,.2454558,22,793,37
1390844,177925,"WABCO Holdings Inc","Automobiles and Trucks",01may2020,8.932462,10.43085,.5950247,41,1455,83
773840,1300,"HONEYWELL INTERNATIONAL INC","Miscellaneous",01may2020,7.3903,8.479694,.4768338,32,1067,60
814453,7875,"NEWELL BRANDS INC","Miscellaneous",01may2020,10.39672,15.19888,.7522861,76,3374,167
1697500,30547,"Solaris Oilfield Infrastructure, Inc","Business Services",01may2020,6.675939,8.766218,.4859637,48,1858,103
1590364,19484,"Fortress Transportation & Infrastructure Investors LLC","Business Services",01may2020,2.229846,2.497384,.1817281,26,907,66
80035,19305,"PREFORMED LINE PRODUCTS CO","Electrical Equipment",01may2020,6.746988,8.872605,.6179924,28,1005,70
1618756,164471,"Restaurant Brands International Inc","Restaurants, Hotel, Mc'el",01may2020,8.583691,12.33938,.5166247,40,1863,78
1361983,175004,"ORBCOMM Inc","Telecommunications",01may2020,5.010893,6.438035,.3312172,23,933,48
1534701,170841,"Phillips 66","Petroleum and Natural Gas",01may2020,4.00641,5.273473,.3613646,25,861,59
1007587,62549,"KVH INDUSTRIES INC DE","Telecommunications",01may2020,4.790419,5.563103,.3432249,24,778,48
1489393,294524,"LyondellBasell Industries N V","Chemicals",01may2020,7.317073,9.753069,.5104153,39,1414,74
1673985,28070,"AdvanSix Inc","Chemicals",01may2020,10.69767,15.1646,.6880734,46,2248,102
1421517,179738,"Energy Recovery, Inc","Machinery",01may2020,9.40171,11.05713,.7578702,33,1138,78
1486957,185229,"BWX Technologies, Inc","Machinery",04may2020,6.98324,8.011194,.6297009,25,916,72
1288359,162501,"OTELCO INC","Telecommunications",04may2020,7.070707,7.977633,.4846226,28,856,52
1069878,119316,"TREX CO INC","Construction Materials",04may2020,6.578948,7.991275,.6444576,25,806,65
1067983,2176,"BERKSHIRE HATHAWAY INC","Miscellaneous",04may2020,6.185567,8.632123,.4225104,42,1471,72
768899,22207,"TrueBlue, Inc","Business Services",04may2020,13,15.6858,.6674806,117,3854,164
1145986,187550,"ASPEN AEROGELS INC","Rubber and Plastic Products",04may2020,5.369128,11.21832,.4142818,32,2058,76
1385849,107712,"ENERGY FUELS INC","Nonmetallic Mining",04may2020,2.550091,3.117665,.1143545,14,518,19
1435049,23335,"ADURO BIOTECH, INC","Pharmaceutical Products",04may2020,5.70523,6.481505,.3645847,72,2560,144
1251769,29687,"Apollo Endosurgery, Inc","Medical Equipment",04may2020,9.33893,10.88116,.5401756,89,3223,160
64472,7185,"GENCOR INDUSTRIES INC","Machinery",04may2020,7.911392,10.03196,.8787948,25,879,77
96869,10390,"TEJON RANCH CO","Agriculture",04may2020,5.918619,7.725142,.4268547,48,1665,92
1027838,26847,"TACTILE SYSTEMS TECHNOLOGY INC","Medical Equipment",04may2020,11.56812,11.23014,.7535179,45,1237,83
1571498,17808,"Epizyme, Inc","Pharmaceutical Products",04may2020,3.716941,4.226582,.1898361,52,1937,87
1013880,63417,"TTEC Holdings, Inc","Business Services",04may2020,7.620818,13.00357,.5609383,41,2040,88
1651235,26722,"Acacia Communications, Inc","Electronic Equipment",04may2020,7.754011,10.46502,.6138163,87,3819,224
1002590,61735,"STAR GROUP, L P","Retail",04may2020,5.405406,7.693976,.4337689,30,1419,80
1487371,184542,"GenMark Diagnostics, Inc","Medical Equipment",04may2020,6.199461,7.180282,.4054855,46,1576,89
1364954,18556,"CHEGG, INC","Business Services",04may2020,5.840708,6.664747,.3513825,66,2314,122
61398,30241,"TELLURIAN INC DE","Petroleum and Natural Gas",04may2020,2.083333,2.615669,.2714374,6,212,22
1433195,24071,"APPFOLIO INC","Business Services",04may2020,7.852413,8.898994,.5541167,83,2955,184
1585583,19168,"Del Taco Restaurants, Inc","Restaurants, Hotel, Mc'el",04may2020,12.08406,14.15824,.8328376,69,2380,140
100493,10793,"TYSON FOODS, INC","Food",04may2020,8.60077,12.01294,.5510124,67,2747,126
1092662,140568,"CHEMBIO DIAGNOSTICS, INC","Pharmaceutical Products",04may2020,26.37729,31.40621,1.500818,158,5378,257
68709,6900,"MTS SYSTEMS CORP","Measuring and Control Equity",04may2020,5.055292,7.79551,.3299973,32,1441,61
1288847,19908,"Five9, Inc","Business Services",04may2020,7.126437,8.984672,.5235999,31,1184,69
1088856,146616,"CORCEPT THERAPEUTICS INC","Pharmaceutical Products",04may2020,8.695652,10.17179,.5527557,58,1877,102
78814,8606,"PITNEY BOWES INC DE","Computers",04may2020,12.8821,16.69611,.795053,59,1890,90
927066,61483,"DAVITA INC","Healthcare",05may2020,13.61059,16.09776,.7343239,72,2806,128
1665918,18312,"US Foods Holding Corp","Wholesale",05may2020,13.60153,17.57808,1.053556,71,2803,168
916076,29733,"MARTIN MARIETTA MATERIALS INC","Nonmetallic Mining",05may2020,7.917889,19.70125,.8276141,27,1952,82
3453,1254,"Matson, Inc","Transportation",05may2020,7.372401,9.269715,.5273935,39,1494,85
1466258,5959,"Trane Technologies plc","Machinery",05may2020,8.166409,9.467147,.690736,53,1631,119
1000228,61494,"HENRY SCHEIN INC","Wholesale",05may2020,9.23913,11.11502,.6468362,68,2526,147
1487952,185138,"Vishay Precision Group, Inc","Electronic Equipment",05may2020,6.53753,11.83137,.5666695,27,1378,66
704532,126423,"Onto Innovation Inc","Measuring and Control Equity",05may2020,6.995885,10.46403,.4612374,51,2246,99
41719,5179,"GLATFELTER P H CO","Business Supplies",05may2020,6.281407,8.40746,.4782401,25,879,50
1744489,3980,"Walt Disney Co","Telecommunications",05may2020,8.925319,10.29934,.4201818,98,3162,129
1514991,187406,"AMC Networks Inc","Telecommunications",05may2020,6.78337,8.476233,.6468111,31,1127,86
791908,12252,"XOMA Corp","Pharmaceutical Products",05may2020,5.311355,6.101238,.3191147,58,2084,109
1033905,133504,"LUMINEX CORP","Pharmaceutical Products",05may2020,11.29943,14.5533,.8037197,60,2191,121
1603978,275862,"AquaBounty Technologies, Inc","Pharmaceutical Products",05may2020,12.5,17.70555,1.36539,29,1193,92
1000753,64302,"INSPERITY, INC","Business Services",05may2020,9.946237,11.51563,.9101701,37,1164,92
1372020,148223,"Great Lakes Dredge & Dock CORP","Construction",05may2020,8.099689,8.996986,.7210504,26,836,67
1024795,64254,"HELIOS TECHNOLOGIES, INC","Construction Materials",05may2020,12.72189,14.39564,1.018113,43,1216,86
1524472,189491,"Xylem Inc","Machinery",05may2020,12.18182,17.30445,.9551158,67,2772,153
879169,29127,"INCYTE CORP","Pharmaceutical Products",05may2020,4.393673,5.65973,.2972788,75,2970,156
1073429,120824,"U S CONCRETE, INC","Construction Materials",05may2020,9.476309,11.40744,.631439,38,1373,76
1287213,184258,"DOUGLAS DYNAMICS, INC","Machinery",05may2020,8.438819,12.78051,.5343022,40,1794,75
1017673,63708,"DOVER MOTORSPORTS INC","Entertainment",05may2020,8.169934,8.500949,.6325111,25,672,50
718877,180405,"Activision Blizzard, Inc","Business Services",05may2020,5.598455,12.1388,.4231653,29,2008,70
1580670,18629,"LGI Homes, Inc","Construction",05may2020,7.228916,10.80088,.6319319,36,1675,98
1378453,148350,"TravelCenters of America Inc MD","Retail",05may2020,12.38095,16.04119,.8870417,65,2586,143
1670541,27333,"Adient plc","Business Supplies",05may2020,13.65854,19.88735,.7885305,84,3884,154
1111928,175955,"IPG PHOTONICS CORP","Electronic Equipment",05may2020,10.4878,12.37016,.5665722,43,1441,66
1633931,23245,"TopBuild Corp","Construction",05may2020,6.727829,8.418163,.5718861,22,736,50
939767,133885,"EXELIXIS, INC","Pharmaceutical Products",05may2020,8.643326,12.10879,.5862191,79,3780,183
1389050,65009,"Archrock, Inc","Machinery",05may2020,5.263158,7.386682,.4236949,22,924,53
55242,6386,"KENNAMETAL INC","Machinery",05may2020,8.080808,9.901259,.6128703,40,1454,90
1517022,19859,"Akebia Therapeutics, Inc","Pharmaceutical Products",05may2020,3.04054,3.923751,.1688735,72,3067,132
1503802,18930,"Karyopharm Therapeutics Inc","Pharmaceutical Products",05may2020,5.767941,6.728416,.4543866,86,3080,208
1472595,183636,"R1 RCM INC","Business Services",05may2020,11.98044,14.87118,.8856683,49,1847,110
1361113,19044,"VARONIS SYSTEMS INC","Business Services",05may2020,5.163853,5.807789,.3024536,52,1709,89
1294133,19274,"Inogen Inc","Medical Equipment",05may2020,7.091809,9.185505,.3716259,129,5067,205
1388430,177109,"CAI International, Inc","Business Services",05may2020,8.333333,9.173222,.6493506,31,1003,71
1596783,20228,"Catalent, Inc","Pharmaceutical Products",05may2020,5.32646,5.969985,.4524387,31,1082,82
1587523,19518,"Knowles Corp","Electronic Equipment",05may2020,8,9.845106,.5920039,36,1214,73
1520697,192255,"Acadia Healthcare Company, Inc","Healthcare",05may2020,11.69687,12.58206,.6947483,71,2300,127
773141,6865,"MDC HOLDINGS INC","Construction",05may2020,5.818965,6.481417,.3359698,27,926,48
1160791,175503,"GOLD RESOURCE CORP","Precious Metals",05may2020,7.506702,9.192316,.7023342,28,890,68
712034,164506,"ACCO BRANDS Corp","Printing and Publishing",05may2020,11.6,15.46364,.6122866,58,2273,90
1606757,20692,"Kimball Electronics, Inc","Electronic Equipment",05may2020,7.504691,9.849174,.3965674,40,1515,61
1611647,21798,"Freshpet, Inc","Food",05may2020,8.395061,11.04948,.7799636,34,1275,90
849146,25027,"Lifevantage Corp","Pharmaceutical Products",05may2020,3.143419,4.357298,.3540305,16,640,52
1093082,5792,"HUTTIG BUILDING PRODUCTS INC","Wholesale",05may2020,11.27273,16.50474,.8156411,31,1376,68
1016169,63700,"ANTARES PHARMA, INC","Medical Equipment",05may2020,9.763313,10.16369,.730602,33,1099,79
100378,10777,"TWIN DISC INC","Machinery",05may2020,8.179959,10.08328,.5776877,40,1344,77
1048268,66371,"IES Holdings, Inc","Construction",05may2020,4.848485,6.209219,.3928998,24,885,56
1666138,27014,"Atkore International Group Inc","Electrical Equipment",05may2020,5.238095,6.955139,.4519585,22,831,54
1712184,24724,"Liberty Latin America Ltd","Telecommunications",05may2020,6.976744,8.622463,.3787524,48,1844,81
1063537,114415,"RiceBran Technologies","Food",05may2020,5.027933,6.782802,.4818384,9,366,26
104889,11300,"Graham Holdings Co","Personal Services",05may2020,9.26276,11.35006,.6703836,49,1710,101
1521332,118122,"Aptiv PLC","Automobiles and Trucks",05may2020,6.666667,10.89842,.5234232,56,2915,140
1336920,165123,"Leidos Holdings, Inc","Computers",05may2020,6.683805,9.01244,.3723449,26,1065,44
1652535,29191,"ICHOR HOLDINGS, LTD","Machinery",05may2020,11.90476,14.83214,1.035577,25,888,62
1018963,10405,"ALLEGHENY TECHNOLOGIES INC","Steel Works Etc",05may2020,2.857143,5.604852,.26173,15,878,41
91142,9771,"SMITH A O CORP","Consumer Goods",05may2020,8.259587,10.66541,.7196791,28,904,61
4127,1327,"SKYWORKS SOLUTIONS, INC","Electronic Equipment",05may2020,10.12658,11.48364,.6787023,24,846,50
1164863,148950,"ENPRO INDUSTRIES, INC","Rubber and Plastic Products",05may2020,4.761905,5.154248,.3118678,35,1223,74
1441236,181931,"Clearwater Paper Corp","Business Supplies",05may2020,18.27411,20.69505,1.23371,36,1191,71
1633978,23249,"Lumentum Holdings Inc","Computers",05may2020,6.335617,8.831161,.43528,74,3165,156
1444380,21916,"NEVRO CORP","Medical Equipment",05may2020,4.08971,4.526668,.3039647,62,2070,139
1575515,17934,"Sprouts Farmers Market, Inc","Retail",05may2020,10.57402,12.80715,.8509733,35,1204,80
1034842,133468,"RIGEL PHARMACEUTICALS INC","Pharmaceutical Products",05may2020,9.357924,11.7879,.5645288,137,5262,252
1618673,28787,"Performance Food Group Co","Wholesale",05may2020,7.469512,9.272056,.4449072,49,1959,94
874238,5559,"STERLING CONSTRUCTION CO INC","Construction",05may2020,4.967603,6.348846,.4918653,23,839,65
1049606,66602,"COMPX INTERNATIONAL INC","Construction Materials",05may2020,14.20118,16.82099,.9452161,24,872,49
1020214,64327,"CERUS CORP","Pharmaceutical Products",05may2020,7.037944,8.344316,.3879783,115,4495,209
1175151,163965,"Cytosorbents Corp","Medical Equipment",05may2020,8.562691,10.90753,.4940813,84,3179,144
788329,13906,"JOHNSON OUTDOORS INC","Miscellaneous",05may2020,9.20398,14.57701,.859454,37,1730,102
851968,25119,"MOHAWK INDUSTRIES INC","Textiles",05may2020,6.114398,6.972366,.3227325,31,1037,48
1350593,166482,"Mueller Water Products, Inc","Construction Materials",05may2020,13.4715,18.5239,1.072532,52,2038,118
40211,4941,"GATX CORP","Transportation",05may2020,9.318182,11.39533,.7295226,41,1234,79
1010612,62732,"SYKES ENTERPRISES INC","Business Services",05may2020,5.769231,6.190248,.3744423,24,777,47
1285785,162129,"MOSAIC CO","Chemicals",05may2020,6.269113,6.146154,.3484673,41,1217,69
95953,10236,"SYNALLOY CORP","Steel Works Etc",05may2020,6.684492,10.04558,.5651777,25,1102,62
1666700,4060,"DuPont de Nemours, Inc","Chemicals",05may2020,5.082417,8.880812,.3500269,37,1979,78
872589,23812,"REGENERON PHARMACEUTICALS, INC","Pharmaceutical Products",05may2020,6.471096,8.184155,.4317664,75,3374,178
1621434,23433,"Black Stone Minerals, L P","Petroleum and Natural Gas",05may2020,3.726708,4.570072,.3190148,18,616,43
730464,3905,"Adtalem Global Education Inc","Personal Services",05may2020,5.40265,6.135399,.3431101,53,1663,93
57515,6573,"LANCASTER COLONY CORP","Food",05may2020,15.56196,18.79961,1.15255,54,1729,106
1125345,18658,"MACROGENICS INC","Pharmaceutical Products",05may2020,9.776536,11.7123,.7795824,35,1262,84
1574815,24415,"BMC STOCK HOLDINGS, INC","Retail",05may2020,17.32673,21.4906,1.062305,70,2549,126
1627014,180272,"Black Knight, Inc","Business Services",05may2020,9.150327,11.01876,.6570094,42,1392,83
1342287,166789,"General Finance CORP","Business Services",05may2020,4.444445,5.004102,.2688907,28,1098,59
320340,6013,"INTELLIGENT SYSTEMS CORP","Business Services",05may2020,3.34728,5.05079,.1693002,8,358,12
1164727,7881,"NEWMONT Corp DE","Precious Metals",05may2020,10.26581,12.87814,.7523093,112,4057,237
1037868,1598,"AMETEK INC","Measuring and Control Equity",05may2020,4.848485,6.172554,.7874928,16,533,68
1488139,185128,"Ameresco, Inc","Construction",05may2020,7.107438,7.407812,.5626878,43,1356,103
1166003,144998,"XPO Logistics, Inc","Transportation",05may2020,7.70751,11.64266,.5275916,39,1633,74
1408710,179583,"Fabrinet","Electronic Equipment",05may2020,4.339964,4.348243,.3197238,48,1360,100
780571,29133,"ITRON, INC","Measuring and Control Equity",05may2020,5.729167,7.190003,.4037167,33,1122,63
1463101,187450,"Enphase Energy, Inc","Electronic Equipment",05may2020,7.007576,8.882804,.5531216,37,1622,101
1411207,177966,"Allison Transmission Holdings Inc","Automobiles and Trucks",05may2020,7.252747,12.16832,.4988793,33,1683,69
1289790,161120,"Macquarie Infrastructure Corp","Transportation",05may2020,11.70336,14.55334,.6447427,101,3589,159
1361538,175686,"Primoris Services Corp","Construction",05may2020,3.278688,4.659417,.2492071,16,617,33
1232524,177287,"Jazz Pharmaceuticals plc","Pharmaceutical Products",05may2020,10.62106,14.99059,.624195,118,6052,252
1586049,18983,"Oxford Immunotec Global PLC","Pharmaceutical Products",05may2020,10.58823,12.55032,.7447665,36,1247,74
317540,3138,"Coca-Cola Consolidated, Inc","Candy and Soda",05may2020,8.14558,10.32287,.6053727,47,1637,96
49938,5903,"IMPERIAL OIL LTD","Petroleum and Natural Gas",06may2020,6.944445,7.026627,.887574,15,380,48
46129,5520,"ALLIED MOTION TECHNOLOGIES INC","Electrical Equipment",06may2020,8.615385,14.33991,.6286581,28,1323,58
95029,10124,"STURM RUGER & CO INC","Defense",06may2020,6.389776,7.262637,.4222463,20,602,35
1078099,121662,"Meet Group, Inc","Business Services",06may2020,8.185841,8.537635,.5376344,37,1191,75
1118417,17553,"MODEL N, INC","Business Services",06may2020,4.23913,4.927812,.387538,39,1297,102
1057379,111000,"HACKETT GROUP, INC","Business Services",06may2020,10.40892,13.25235,.9144261,28,971,67
72162,7658,"NL INDUSTRIES INC","Machinery",06may2020,10.34483,12.76678,.6240851,42,1657,81
1362004,174637,"ICF International, Inc","Business Services",06may2020,7.192575,8.507211,.5139613,31,1109,67
319201,6304,"KLA CORP","Measuring and Control Equity",06may2020,2.850163,4.374332,.1641352,35,1679,63
1019849,63847,"PENSKE AUTOMOTIVE GROUP, INC","Retail",06may2020,6.602476,9.170346,.5670462,48,1973,122
1690666,156153,"Xperi Corp","Electronic Equipment",06may2020,3.439381,4.266272,.260355,40,1442,88
1467858,5073,"General Motors Co","Automobiles and Trucks",06may2020,8.789625,13.44246,.6114588,61,2792,127
911109,29734,"MOBILE MINI INC","Business Services",06may2020,5.660378,6.879989,.4591368,30,974,65
97134,10441,"TENNANT CO","Machinery",06may2020,8.609271,11.22981,.6335404,26,904,51
1640455,29684,"Jounce Therapeutics, Inc","Pharmaceutical Products",06may2020,4.271357,4.763335,.2647814,51,1745,97
1512499,24351,"LINDBLAD EXPEDITIONS HOLDINGS, INC","Transportation",06may2020,12.68657,14.57444,.7937567,68,2185,119
1054905,110566,"INNOSPEC INC","Chemicals",06may2020,6.048387,7.060606,.5,15,466,33
351834,12761,"SunOpta Inc","Candy and Soda",06may2020,7.615231,9.76431,.4468932,38,1595,73
1113232,137602,"AXCELIS TECHNOLOGIES INC","Machinery",06may2020,6.938776,7.24234,.5717637,17,494,39
899866,62263,"ALEXION PHARMACEUTICALS, INC","Pharmaceutical Products",06may2020,8.143939,9.011003,.432382,129,4439,213
1559053,16745,"Prothena Corp plc","Pharmaceutical Products",06may2020,3.289474,4.08145,.1729175,35,1369,58
1650962,26495,"Welbilt, Inc","Machinery",06may2020,7.881773,10.60988,.5090726,48,2105,101
1404655,21847,"HUBSPOT INC","Business Services",06may2020,4.50771,6.172231,.3072838,38,1627,81
77543,8486,"TUTOR PERINI CORP","Construction",06may2020,6.331878,8.885468,.517736,29,1270,74
75252,8213,"OWENS & MINOR INC VA","Wholesale",06may2020,8.176101,11.04562,.4911591,26,1012,45
1675820,64480,"TiVo Corp","Business Services",06may2020,6.774194,7.292397,.515877,42,1456,103
1674335,27386,"JELD-WEN Holding, Inc","Construction Materials",06may2020,6.902087,8.413609,.3897767,43,1511,70
71829,7882,"NEWPARK RESOURCES INC","Wholesale",06may2020,5.590062,7.247787,.4377858,18,745,45
718937,9969,"STAAR SURGICAL CO","Medical Equipment",06may2020,13.51351,17.68567,.8290156,40,1536,72
1595974,19753,"RUBICON PROJECT, INC","Business Services",06may2020,6.758832,9.680784,.5476737,44,1856,105
825542,20185,"SCOTTS MIRACLE-GRO CO","Chemicals",06may2020,6.710311,10.74257,.5049505,41,2170,102
42316,5218,"GOLDFIELD CORP","Construction",06may2020,5.01139,5.31401,.2534252,22,671,32
1060822,150278,"CARTERS INC","Apparel",06may2020,17.92035,21.9636,1.102168,81,3029,152
916540,30651,"DARLING INGREDIENTS INC","Food",06may2020,4.347826,7.173293,.4674637,31,1734,113
1402479,180866,"MYOS RENS TECHNOLOGY INC","Pharmaceutical Products",06may2020,2.65252,3.566251,.1642988,10,369,17
1552451,26269,"MyoKardia, Inc","Pharmaceutical Products",06may2020,7.253385,9.068256,.4163513,75,2875,132
1599489,19858,"Veritiv Corp","Wholesale",06may2020,8.026031,13.2286,.5946264,37,1802,81
1178670,264265,"ALNYLAM PHARMACEUTICALS, INC","Pharmaceutical Products",06may2020,9.577015,12.74737,.668304,120,5398,283
1597264,23407,"Blueprint Medicines Corp","Pharmaceutical Products",06may2020,4.364326,6.085181,.2892304,69,3219,153
893691,20696,"MASONITE INTERNATIONAL CORP","Construction Materials",06may2020,10,12.58867,.578883,42,1544,71
60519,6821,"LOUISIANA-PACIFIC CORP","Construction Materials",06may2020,9.962406,12.71326,.764113,53,1930,116
37785,4510,"FMC CORP","Chemicals",06may2020,5.208333,6.358671,.3622381,35,1141,65
1364885,164494,"Spirit AeroSystems Holdings, Inc","Aircraft",06may2020,12.77108,16.26233,.8153039,106,4089,205
873303,64857,"Sarepta Therapeutics, Inc","Pharmaceutical Products",06may2020,7.554517,9.074367,.3760767,97,3740,155
1046257,66016,"Ingredion Inc","Food",06may2020,7.194244,11.66239,.4224302,30,1408,51
1210708,153128,"Hudson Global, Inc","Business Services",06may2020,5.664488,7.718519,.4,26,1042,54
49728,5831,"IEC ELECTRONICS CORP","Electronic Equipment",06may2020,10.24668,13.19439,.8623787,54,1836,120
1492426,185355,"Horizon Therapeutics Public Ltd Co","Pharmaceutical Products",06may2020,5.080066,6.116254,.2782415,92,3627,165
818033,13786,"HERON THERAPEUTICS, INC DE","Pharmaceutical Products",06may2020,2.166378,2.909716,.1451895,25,982,49
1469367,24905,"Sunrun Inc","Electrical Equipment",06may2020,3.763011,4.115182,.2163039,47,1522,80
80420,8699,"POWELL INDUSTRIES INC","Electrical Equipment",06may2020,6.712963,8.229552,.5385392,29,978,64
1627223,22741,"Chemours Co","Chemicals",06may2020,7.593583,8.570292,.4992403,71,2369,138
1513818,19832,"Aravive, Inc","Pharmaceutical Products",06may2020,10.21277,12.31822,.8411748,48,1728,118
1596532,20748,"Arista Networks, Inc","Computers",06may2020,7.901668,9.005342,.5232124,90,3253,189
69488,7636,"MYERS INDUSTRIES INC","Rubber and Plastic Products",06may2020,4.664723,7.381317,.4594181,16,723,45
1637761,24458,"SeaSpine Holdings Corp","Medical Equipment",06may2020,10.6383,17.30733,.7649646,50,2715,120
1555280,13721,"Zoetis Inc","Pharmaceutical Products",06may2020,6.386293,8.424788,.5405405,41,1543,99
811532,13710,"CEDAR FAIR L P","Entertainment",06may2020,13.90887,18.88727,1.010178,58,2468,132
910329,29517,"MEDIFAST INC","Food",06may2020,10.90226,13.72902,.8459298,29,990,61
1123360,141913,"GLOBAL PAYMENTS INC","Business Services",06may2020,10.44386,15.21478,.8934708,40,1771,104
1498710,185624,"Spirit Airlines, Inc","Transportation",06may2020,9.193954,10.04635,.5278517,73,2341,123
800240,14624,"OFFICE DEPOT INC","Retail",06may2020,13.52584,19.15563,.9793475,89,3775,193
